Dataset.x,language.id,language.name,glottocode,latitude,longitude,family,concept,form_id,value,form,Language_broad,n,Dataset.y,AutotypMatch,R_type,Comments,PhoibleMatch,Trill
ids,ids-266,Wapishana,wapi1253,2.58744,-59.8021,Arawakan,SMOOTH,ids-266-15-770-1,miduda-ʔu,miduda-ʔu,Wapishana,1,IDS,wap,NA,flap,wap,no
ids,ids-267,Waurá,waur1244,-13.296,-53.6971,Arawakan,SMOOTH,ids-267-15-770-1,kamimitʸa,kamimitʸa,Waurá,1,IDS,wau,NA,NA,wau,NA
ids,ids-269,Aymara,cent2142,-17.0,-68.5,Aymaran,SMOOTH,ids-269-15-770-1,ḳuɲa (?),ḳuɲa,Aymara,1,IDS,ayr,NA,flap,ayr,no
ids,ids-270,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,SMOOTH,ids-270-15-770-1,[lʸanu],lʸanu,Chipaya,1,IDS,cap,NA,flap,cap,no
ids,ids-271,Mosetén,mose1249,-14.64448,-67.83756,Mosetén-Chimané,SMOOTH,ids-271-15-770-1,'tanes,'tanes,Mosetén,1,IDS,cas,NA,NA,cas,NA
ids,ids-272,Araona,arao1248,-12.4242,-67.7293,Pano-Tacanan,SMOOTH,ids-272-15-770-1,"pena-pena, semihi",pena-pena,Araona,1,IDS,aro,NA,no R-like phoneme,aro,no R
ids,ids-272,Araona,arao1248,-12.4242,-67.7293,Pano-Tacanan,SMOOTH,ids-272-15-770-2,"pena-pena, semihi",semihi,Araona,1,IDS,aro,NA,no R-like phoneme,aro,no R
ids,ids-273,Cavineña,cavi1250,-13.3544,-66.6277,Pano-Tacanan,SMOOTH,ids-273-15-770-1,momi-ya,momi-ya,Cavineña,1,IDS,cav,NA,NA,cav,NA
ids,ids-275,Ese Ejja (Huarayo),esee1248,-11.7268,-67.515,Pano-Tacanan,SMOOTH,ids-275-15-770-1,šaa-ʔama,šaa-ʔama,Ese Ejja,2,IDS,ese,NA,no R-like phoneme,ese,no R
ids,ids-276,Tacana,taca1256,-13.39249,-68.04056,Pano-Tacanan,SMOOTH,ids-276-15-770-1,kʷapi-kʷapi; noc̷a-da,kʷapi-kʷapi,Tacana,1,IDS,tna,NA,flap,tna,no
ids,ids-276,Tacana,taca1256,-13.39249,-68.04056,Pano-Tacanan,SMOOTH,ids-276-15-770-2,kʷapi-kʷapi; noc̷a-da,noc̷a-da,Tacana,1,IDS,tna,NA,flap,tna,no
ids,ids-278,Catuquina,pano1254,-7.97456,-71.56151,Pano-Tacanan,SMOOTH,ids-278-15-770-1,čɨro,čɨro,Catuquina,1,IDS,kav,NA,"probably Katukina, no R-like phoneme",kav,no R
ids,ids-279,Chácobo,chac1251,-12.133,-66.7164,Pano-Tacanan,SMOOTH,ids-279-15-770-1,para,para,Chácobo,1,IDS,cao,NA,NA,cao,NA
ids,ids-282,Yaminahua,yami1256,-9.8846,-71.5964,Pano-Tacanan,SMOOTH,ids-282-15-770-1,yɨ̃βa,yɨ̃βa,Yaminahua,1,IDS,yaa,NA,no R-like phoneme,yaa,no R
ids,ids-285,Movima,movi1243,-13.8115,-65.6348,Movima,SMOOTH,ids-285-15-770-1,ti-ɬoi-ni,ti-ɬoi-ni,Movima,1,IDS,mzp,NA,tap/flap,mzp,no
ids,ids-286,Pacaas Novos,wari1268,-10.69948,-64.56152,Chapacuran,SMOOTH,ids-286-15-770-1,topišik,topišik,Pacaas Novos,1,IDS,pav,NA,NA,pav,NA
ids,ids-287,Mundurukú,mund1330,-8.41095,-57.691,Tupian,SMOOTH,ids-287-15-770-1,-korop; -sẽm,-korop,Mundurukú,1,IDS,myu,NA,NA,myu,NA
ids,ids-287,Mundurukú,mund1330,-8.41095,-57.691,Tupian,SMOOTH,ids-287-15-770-2,-korop; -sẽm,-sẽm,Mundurukú,1,IDS,myu,NA,NA,myu,NA
ids,ids-288,Aché,ache1246,-25.5865,-56.4697,Tupian,SMOOTH,ids-288-15-770-1,prečã,prečã,Aché,1,IDS,guq,NA,NA,guq,NA
ids,ids-289,Chiriguano,east2555,-20.42,-63.37,Tupian,SMOOTH,ids-289-15-770-1,sĩi; ĩ-či,sĩi,Chiriguano,1,IDS,gui,NA,tap/flap,gui,no
ids,ids-289,Chiriguano,east2555,-20.42,-63.37,Tupian,SMOOTH,ids-289-15-770-2,sĩi; ĩ-či,ĩ-či,Chiriguano,1,IDS,gui,NA,tap/flap,gui,no
ids,ids-290,Guaraní,para1311,-25.60551,-57.08816,Tupian,SMOOTH,ids-290-15-770-1,'sɨ̃i,'sɨ̃i,Guaraní,1,IDS,gug,NA,NA,gug,NA
ids,ids-292,Wayampi,waya1270,1.73817,-52.6887,Tupian,SMOOTH,ids-292-15-770-1,sɨlɨ,sɨlɨ,Wayampi,1,IDS,oym,NA,tap/flap,oym,no
ids,ids-294,Kaingáng,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SMOOTH,ids-294-15-770-1,kanɛr; kamɛn; kanãn; hɔhow,kanɛr,Kaingáng,1,IDS,kgp,NA,NA,kgp,NA
ids,ids-294,Kaingáng,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SMOOTH,ids-294-15-770-2,kanɛr; kamɛn; kanãn; hɔhow,kamɛn,Kaingáng,1,IDS,kgp,NA,NA,kgp,NA
ids,ids-294,Kaingáng,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SMOOTH,ids-294-15-770-3,kanɛr; kamɛn; kanãn; hɔhow,kanãn,Kaingáng,1,IDS,kgp,NA,NA,kgp,NA
ids,ids-294,Kaingáng,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SMOOTH,ids-294-15-770-4,kanɛr; kamɛn; kanãn; hɔhow,hɔhow,Kaingáng,1,IDS,kgp,NA,NA,kgp,NA
ids,ids-295,Karajá,kara1500,-11.1881,-50.3492,Nuclear-Macro-Je,SMOOTH,ids-295-15-770-1,tɨtɨ,tɨtɨ,Karajá,1,IDS,kpj,NA,NA,kpj,NA
ids,ids-296,Trumai,trum1247,-11.8119,-53.5717,Trumai,SMOOTH,ids-296-15-770-1,(ha) kuš tsʔax-ka,kuš tsʔax-ka,Trumai,1,IDS,tpy,NA,NA,tpy,NA
ids,ids-297,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,SMOOTH,ids-297-15-770-1,karu-n̥a-i; karu-n̥a-ŋe,karu-n̥a-i,Ayoreo,1,IDS,ayo,NA,tap/flap,ayo,no
ids,ids-297,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,SMOOTH,ids-297-15-770-2,karu-n̥a-i; karu-n̥a-ŋe,karu-n̥a-ŋe,Ayoreo,1,IDS,ayo,NA,tap/flap,ayo,no
ids,ids-298,Sanapaná (Angaité dialect),anga1316,-22.85,-58.45,Lengua-Mascoy,SMOOTH,ids-298-15-770-1,ankaɬnawoi,ankaɬnawoi,Sanapaná,2,IDS,sap,NA,NA,sap,NA
ids,ids-299,Sanapaná (Enlhet dialect),sana1298,-22.49,-58.38,Lengua-Mascoy,SMOOTH,ids-299-15-770-1,alaʔaɬnayʔo,alaʔaɬnayʔo,Sanapaná,2,IDS,sap,NA,NA,sap,NA
ids,ids-301,Mocoví,moco1246,-28.097,-60.4145,Guaicuruan,SMOOTH,ids-301-15-770-1,n-alo-ʔoh-taʔ,n-alo-ʔoh-taʔ,Mocoví,1,IDS,moc,NA,NA,moc,NA
ids,ids-302,Pilagá,pila1245,-25.0058,-60.1537,Guaicuruan,SMOOTH,ids-302-15-770-1,yi-'sot-eta,yi-'sot-eta,Pilagá,1,IDS,plg,NA,NA,plg,NA
ids,ids-304,Chorote,iyoj1235,-22.1896,-63.2383,Matacoan,SMOOTH,ids-304-15-770-1,-liixi,-liixi,Chorote,1,IDS,crq; crt,NA,no R-like phoneme,crq,no R
ids,ids-305,Maca,maca1260,-25.0119,-57.3694,Matacoan,SMOOTH,ids-305-15-770-1,leeme,leeme,Maca,1,IDS,mca,NA,cannot be determined,mca,NA
ids,ids-306,Wichí,wich1264,-23.1633,-62.1757,Matacoan,SMOOTH,ids-306-15-770-1,hipˀe'tah-peʔ,hipˀe'tah-peʔ,Wichí,1,IDS,mzh,NA,NA,mzh,NA
ids,ids-307,Nivaclé,niva1238,-22.8557,-61.7606,Matacoan,SMOOTH,ids-307-15-770-1,klatˀeʔ; kaɬip; klamam-ši,klatˀeʔ,Nivaclé,1,IDS,cag,NA,NA,cag,NA
ids,ids-307,Nivaclé,niva1238,-22.8557,-61.7606,Matacoan,SMOOTH,ids-307-15-770-2,klatˀeʔ; kaɬip; klamam-ši,kaɬip,Nivaclé,1,IDS,cag,NA,NA,cag,NA
ids,ids-307,Nivaclé,niva1238,-22.8557,-61.7606,Matacoan,SMOOTH,ids-307-15-770-3,klatˀeʔ; kaɬip; klamam-ši,klamam-ši,Nivaclé,1,IDS,cag,NA,NA,cag,NA
ids,ids-309,Mapudungun,mapu1245,-38.7392,-71.277,Araucanian,SMOOTH,ids-309-15-770-1,paɲus,paɲus,Mapudungun,1,IDS,arn,NA,no R-like phoneme,arn,no R
ids,ids-310,Tehuelche,tehu1242,-47.5796,-68.3235,Chonan,SMOOTH,ids-310-15-770-1,'tolḳˀ-,'tolḳˀ-,Tehuelche,1,IDS,teh,NA,NA,teh,NA
ids,ids-311,Selknam,onaa1245,-54.0,-68.5,Chonan,SMOOTH,ids-311-15-770-1,aypˀèl; ax-ketˀè,aypˀèl,Selknam,1,IDS,ona,NA,cannot be determined,ona,NA
ids,ids-311,Selknam,onaa1245,-54.0,-68.5,Chonan,SMOOTH,ids-311-15-770-2,aypˀèl; ax-ketˀè,ax-ketˀè,Selknam,1,IDS,ona,NA,cannot be determined,ona,NA
ids,ids-313,Qawasqar,qawa1238,-49.303195,-74.707536,Kawesqar,SMOOTH,ids-313-15-770-1,senaḳs,senaḳs,Qawasqar,1,IDS,alc,NA,NA,alc,NA
ids,ids-314,Toba,toba1269,-23.77,-61.96,Guaicuruan,SMOOTH,ids-314-15-770-1,salʸi-ta,salʸi-ta,Toba,1,IDS,tob,NA,tap/flap,tob,no
ids,ids-315,Yagán,yama1264,-55.2748,-68.2648,Yámana,SMOOTH,ids-315-15-770-1,kutalu,kutalu,Yagán,1,IDS,yah,NA,NA,yah,NA
ids,ids-318,Uncunwee,ghul1238,11.6432,29.8122,Nubian,SMOOTH,ids-318-15-770-1,ɖúri | ʃwalákur,ɖúri,Uncunwee,1,IDS,ghl,NA,cannot be determined,ghl,NA
ids,ids-318,Uncunwee,ghul1238,11.6432,29.8122,Nubian,SMOOTH,ids-318-15-770-2,ɖúri | ʃwalákur,ʃwalákur,Uncunwee,1,IDS,ghl,NA,cannot be determined,ghl,NA
ids,ids-401,Central Thai,thai1261,14.192,100.671,Tai-Kadai,SMOOTH,ids-401-15-770-1,riap.3,riap.3,Central Thai,1,IDS,tha,NA,tap/flap,tha,no
ids,ids-402,Southern Tai (Songkhla variety),sout2746,6.85668,99.7031,Tai-Kadai,SMOOTH,ids-402-15-770-1,liap.4,liap.4,Southern Tai,1,IDS,tha,NA,tap/flap,tha,no
ids,ids-403,Thai (Korat variety),sout2746,6.85668,99.7031,Tai-Kadai,SMOOTH,ids-403-15-770-1,sa.5 mɣ:.1,sa.5 mɣ:.1,Thai,2,IDS,tha,NA,tap/flap,tha,no
ids,ids-404,Khamuang (Chiang Mai variety),nort2740,18.857495,100.20739,Tai-Kadai,SMOOTH,ids-404-15-770-1,li:ap.4,li:ap.4,Khamuang,1,IDS,nod,NA,cannot be determined,nod,NA
ids,ids-405,Dehong,tain1252,21.7837,99.722,Tai-Kadai,SMOOTH,ids-405-15-770-1,ləm.3,ləm.3,Dehong,1,IDS,tdd; thi,NA,no R-like phoneme; based on wikipedia,tdd; thi,no R
ids,ids-406,Jinsha Dai,nort1545,26.7238,106.682,Hmong-Mien,SMOOTH,ids-406-15-770-1,məŋ.31 lɛai.44,məŋ.31 lɛai.44,Jinsha Dai,1,CLICS,tiz,NA,NA,NA,NA
ids,ids-407,Tai Lü,luuu1242,21.0321,101.282,Tai-Kadai,SMOOTH,ids-407-15-770-1,ləm.3; man.2,ləm.3,Tai Lü,1,IDS,khb,NA,NA,khb,NA
ids,ids-407,Tai Lü,luuu1242,21.0321,101.282,Tai-Kadai,SMOOTH,ids-407-15-770-2,ləm.3; man.2,man.2,Tai Lü,1,IDS,khb,NA,NA,khb,NA
ids,ids-408,Tai Khün,khun1259,19.6062,99.3363,Tai-Kadai,SMOOTH,ids-408-15-770-1,pe:ŋ.1,pe:ŋ.1,Tai Khün,1,IDS,kkh,NA,NA,kkh,NA
ids,ids-409,Shan,shan1277,21.5995,98.0342,Tai-Kadai,SMOOTH,ids-409-15-770-1,pe:ŋ.1 kan.3,pe:ŋ.1 kan.3,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-410,Shan (Northern Shan dialect),shan1277,21.5995,98.0342,Tai-Kadai,SMOOTH,ids-410-15-770-1,lə:m.4; mɨ:n.4; chɔ:.1,lə:m.4,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-410,Shan (Northern Shan dialect),shan1277,21.5995,98.0342,Tai-Kadai,SMOOTH,ids-410-15-770-2,lə:m.4; mɨ:n.4; chɔ:.1,mɨ:n.4,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-410,Shan (Northern Shan dialect),shan1277,21.5995,98.0342,Tai-Kadai,SMOOTH,ids-410-15-770-3,lə:m.4; mɨ:n.4; chɔ:.1,chɔ:.1,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-411,Nung-Fengshan,guib1244,24.3,106.2,Tai-Kadai,SMOOTH,ids-411-15-770-1,luam.3,luam.3,Nung-Fengshan,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-412,Nung-Lazhai,guib1244,24.3,106.2,Tai-Kadai,SMOOTH,ids-412-15-770-1,ɨ:n.3; lɨ:n.5,ɨ:n.3,Nung-Lazhai,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-412,Nung-Lazhai,guib1244,24.3,106.2,Tai-Kadai,SMOOTH,ids-412-15-770-2,ɨ:n.3; lɨ:n.5,lɨ:n.5,Nung-Lazhai,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-413,Nung-Ninbei,nung1283,20.8965,104.286,Tai-Kadai,SMOOTH,ids-413-15-770-1,ŋau.2; lau.2,ŋau.2,Nung-Ninbei,1,IDS,nut,NA,no R-like phoneme,nut,no R
ids,ids-413,Nung-Ninbei,nung1283,20.8965,104.286,Tai-Kadai,SMOOTH,ids-413-15-770-2,ŋau.2; lau.2,lau.2,Nung-Ninbei,1,IDS,nut,NA,no R-like phoneme,nut,no R
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,SMOOTH,ids-414-15-770-1,lə:n.5; lə:n.5 łak.7,lə:n.5,Zhuang-Longzhou,1,IDS,zzj,NA,cannot be determined,zzj,NA
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,SMOOTH,ids-414-15-770-2,lə:n.5; lə:n.5 łak.7,lə:n.5 łak.7,Zhuang-Longzhou,1,IDS,zzj,NA,cannot be determined,zzj,NA
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,SMOOTH,ids-415-15-770-1,ʔdjan.1 ʔdjoi.3; ka:n.5 kai.1,ʔdjan.1 ʔdjoi.3,Sui,1,IDS,swi,NA,no R-like phoneme,swi,no R
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,SMOOTH,ids-415-15-770-2,ʔdjan.1 ʔdjoi.3; ka:n.5 kai.1,ka:n.5 kai.1,Sui,1,IDS,swi,NA,no R-like phoneme,swi,no R
ids,ids-416,Maonan,maon1241,25.0169,108.024,Tai-Kadai,SMOOTH,ids-416-15-770-1,lau.1,lau.1,Maonan,1,CLICS,mmd,NA,NA,NA,NA
ids,ids-417,Mulam,mula1253,24.8151,108.928,Tai-Kadai,SMOOTH,ids-417-15-770-1,kɔŋ.1,kɔŋ.1,Mulam,1,CLICS,mlm,no rhotic,"Coyaud, M (1987) Les Langues Dans Le Monde Chinois. Pour l'Analyse du Folklore, Paris.",NA,NA
ids,ids-418,Chadong,chad1240,25.23532,109.96041,Tai-Kadai,SMOOTH,ids-418-15-770-1,koŋ.4 kan.1,koŋ.4 kan.1,Chadong,1,CLICS,cdy,NA,NA,NA,NA
ids,ids-419,Southern Kam,sout2741,25.8874,109.222,Tai-Kadai,SMOOTH,ids-419-15-770-1,ljân.55,ljân.55,Southern Kam,1,CLICS,doc; kmc,no trill,wiki,NA,NA
ids,ids-420,Lakkia,lakk1238,24.1169,110.106,Tai-Kadai,SMOOTH,ids-420-15-770-1,bla:k.8,bla:k.8,Lakkia,1,IDS,lbc,NA,no R-like phoneme,lbc,no R
ids,ids-421,Hlai (Baoting variety),hlai1239,18.8062,109.459,Tai-Kadai,SMOOTH,ids-421-15-770-1,ki:t.7,ki:t.7,Hlai,1,IDS,lic,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,lic,NA
ids,ids-422,Langja Buyang,emab1235,23.604572,106.030277,Tai-Kadai,SMOOTH,ids-422-15-770-1,lɨ:n.24,lɨ:n.24,Langja Buyang,1,IDS,yzg,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,yzg,NA
ids,ids-423,Ecun Buyang,lang1316,23.550258,106.016896,Tai-Kadai,SMOOTH,ids-423-15-770-1,hɛt.31,hɛt.31,Ecun Buyang,1,IDS,yln,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,yln,NA
ids,ids-424,Sanchong Kelao,gree1278,22.5632,104.698,Tai-Kadai,SMOOTH,ids-424-15-770-1,ʔlui.35,ʔlui.35,Sanchong Kelao,1,IDS,giq,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,giq,NA
ids,ids-425,Qau Kelao,qaua1234,26.155438,106.16455,Tai-Kadai,SMOOTH,ids-425-15-770-1,chi.35 pje.42,chi.35 pje.42,Qau Kelao,1,IDS,gqu,NA,no R-like phoneme,gqu,no R
ids,ids-516,Ingush,ingu1240,43.11,45.03,Nakh-Daghestanian,SMOOTH,ids-516-15-770-1,шаьра,sära,Ingush,1,CLICS,inh,NA,NA,inh,NA
ids,ids-518,Kryz,kryt1240,41.1811,48.1846,Nakh-Daghestanian,SMOOTH,ids-518-15-770-1,гІамавар,ʕamavar,Kryz,1,CLICS,kry,NA,NA,NA,NA
ids,ids-533,Tsova-Tush,bats1242,42.1806,45.344,Nakh-Daghestanian,SMOOTH,ids-533-15-770-1,"нипсиᴴ, сцІор",nipsiⁿ,Tsova-Tush,1,CLICS,bbl,NA,NA,bbl,NA
ids,ids-533,Tsova-Tush,bats1242,42.1806,45.344,Nakh-Daghestanian,SMOOTH,ids-533-15-770-2,"нипсиᴴ, сцІор",scʼor,Tsova-Tush,1,CLICS,bbl,NA,NA,bbl,NA
ids,ids-701,Bengali,beng1280,24.0,90.0,Indo-European,SMOOTH,ids-701-15-770-1,molāyema,molāyema,Bengali,1,IDS,ben,NA,cannot be determined; Phoible lists different phonemes,ben,NA
ids,ids-702,Hindi,hind1269,25.0,77.0,Indo-European,SMOOTH,ids-702-15-770-1,tʃikan̪aː,tʃikan̪aː,Hindi,1,IDS,hin,NA,cannot be determined; Phoible lists different phonemes,hin,NA
ids,ids-703,Khasi,khas1269,24.977,91.9998,Austroasiatic,SMOOTH,ids-703-15-770-1,jlih,jlih,Khasi,1,CLICS,kha,trill,wiki,kha,NA
ids,ids-704,Mahasu Pahari (Kotghari dialect),maha1287,31.0088,77.5317,Indo-European,SMOOTH,ids-704-15-770-1,sõrlo,sõrlo,Mahasu Pahari,1,IDS,bfz,NA,NA,bfz,NA
ids,ids-705,Marathi,mara1378,17.9344,76.6665,Indo-European,SMOOTH,ids-705-15-770-1,"sapaːʈ, guɭaguɭiːt̪",sapaːʈ,Marathi,1,IDS,mar,NA,tap/flap,mar,no
ids,ids-705,Marathi,mara1378,17.9344,76.6665,Indo-European,SMOOTH,ids-705-15-770-2,"sapaːʈ, guɭaguɭiːt̪",guɭaguɭiːt̪,Marathi,1,IDS,mar,NA,tap/flap,mar,no
ids,ids-706,Nepali,east1436,27.5947033333,87.6200833333,Indo-European,SMOOTH,ids-706-15-770-1,ciplō,ciplō,Nepali,1,IDS,nep,NA,"also wikipedia says ""r is always a trill""",nep,yes
ids,ids-707,Punjabi,west2386,30.0948,75.3474,Indo-European,SMOOTH,ids-707-15-770-1,mulāyama,mulāyama,Punjabi,1,IDS,pnb,NA,flap based on wikipedia,pan,no
ids,ids-708,Tamil,tami1289,10.520219,78.825989,Dravidian,SMOOTH,ids-708-15-770-1,vaḻavaḻappāṉa,vaḻavaḻappāṉa,Tamil,1,IDS,tam,NA,flap or approximant,tam,no
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-1,"nunu, nunupu, nunna; mṛduwu",nunu,Telugu,1,IDS,tel,NA,flap based on mixture of wikipedia and phoible (conflicting information),tel,no
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-2,"nunu, nunupu, nunna; mṛduwu",nunupu,Telugu,1,IDS,tel,NA,flap based on mixture of wikipedia and phoible (conflicting information),tel,no
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-3,"nunu, nunupu, nunna; mṛduwu",nunna,Telugu,1,IDS,tel,NA,flap based on mixture of wikipedia and phoible (conflicting information),tel,no
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,SMOOTH,ids-709-15-770-4,"nunu, nunupu, nunna; mṛduwu",mṛduwu,Telugu,1,IDS,tel,NA,flap based on mixture of wikipedia and phoible (conflicting information),tel,no
ids,ids-710,Tibetan,tibe1272,28.3681,90.1872,Sino-Tibetan,SMOOTH,ids-710-15-770-1,jampo,jampo,Tibetan,8,IDS,bod,NA,trill ~ approximant allophony (see wikipedia),bod,yes
ids,ids-800,Kme-2 (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,SMOOTH,ids-800-15-770-1,hiap.33,hiap.33,Kme,1,IDS,mml,NA,NA,mml,NA
ids,ids-801,Bulang,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-801-15-770-1,hai.51 mut.33,hai.51 mut.33,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-802,Bulang-2,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-802-15-770-1,ʔa.31 khliat.51,ʔa.31 khliat.51,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-803,Bulang-3,blan1242,22.0092,99.7405,Austroasiatic,SMOOTH,ids-803-15-770-1,khlɛt.55,khlɛt.55,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-804,Keme (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,SMOOTH,ids-804-15-770-1,len.35,len.35,Keme,1,IDS,mml,NA,NA,mml,NA
ids,ids-805,Xu,huuu1240,22.0163,100.881,Austroasiatic,SMOOTH,ids-805-15-770-1,khliet.31,khliet.31,Xu,1,IDS,huo,NA,NA,huo,NA
ids,ids-806,Mang'an B. (MNN),None,None,None,None,SMOOTH,ids-806-15-770-1,ri.33 mɨt.33,ri.33 mɨt.33,Mang'an B.,1,IDS,NA,NA,NA,NA,NA
ids,ids-807,Wa,nucl1290,23.1024,99.108,Austroasiatic,SMOOTH,ids-807-15-770-1,ńu.A,ńu.A,Wa,1,IDS,wbm,NA,based on Phoible and Wikipedia,wbm,yes
ids,ids-808,Rumai,ruma1248,23.6404,97.3172,Austroasiatic,SMOOTH,ids-808-15-770-1,ləm.55,ləm.55,Rumai,1,IDS,rbb,NA,cannot be determined,rbb,NA
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,SMOOTH,ids-809-15-770-1,mial,mial,Prai,1,IDS,pry,NA,NA,pry,NA
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,SMOOTH,ids-809-15-770-2,mial,mial,Prai,1,IDS,pry,NA,NA,pry,NA
ids,ids-810,Pusing,bitt1240,21.3474,101.916,Austroasiatic,SMOOTH,ids-810-15-770-1,lət mat,lət mat,Pusing,1,IDS,bgk,NA,NA,bgk,NA
ids,ids-811,Paliu,boly1239,24.7013,104.955,Austroasiatic,SMOOTH,ids-811-15-770-1,ri.33 mɨt.33,ri.33 mɨt.33,Paliu,1,IDS,ply,NA,NA,ply,NA
ids,ids-814,Mlabri,mlab1235,18.5533,101.163,Austroasiatic,SMOOTH,ids-814-15-770-1,tha lu,tha lu,Mlabri,1,IDS,mra,NA,based on wikipedia,mra,yes
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-815-15-770-1,klə:n.33,klə:n.33,Cuoi,1,IDS,NA,NA,NA,NA,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,SMOOTH,ids-818-15-770-1,ṭə:n.A,ṭə:n.A,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,SMOOTH,ids-818-15-770-2,ṭə:n.33,ṭə:n.33,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-819-15-770-1,kle:n.31,kle:n.31,LiHa,1,IDS,NA,NA,NA,NA,NA
ids,ids-820,Phong,phon1246,19.9622,104.088,Austroasiatic,SMOOTH,ids-820-15-770-1,lian.42,lian.42,Phong,1,IDS,pnx,NA,NA,pnx,NA
ids,ids-821,TUL,None,None,None,None,SMOOTH,ids-821-15-770-1,lə̆ʔiat.212,lə̆ʔiat.212,TUL,1,IDS,NA,NA,NA,NA,NA
ids,ids-822,Tum,cuoi1242,None,None,Austroasiatic,SMOOTH,ids-822-15-770-1,plɛ:l.24,plɛ:l.24,Tum,1,IDS,NA,NA,NA,NA,NA
ids,ids-824,Phu Tho M (PHU),None,None,None,None,SMOOTH,ids-824-15-770-1,ńăn.4,ńăn.4,Phu Tho M,1,IDS,NA,NA,NA,NA,NA
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,SMOOTH,ids-825-15-770-1,saŋ.13,saŋ.13,Kha Poong,1,IDS,NA,NA,NA,NA,NA
ids,ids-826,Malieng,mali1278,None,None,Austroasiatic,SMOOTH,ids-826-15-770-1,ka:ńan.44,ka:ńan.44,Malieng,1,IDS,NA,NA,NA,NA,NA
ids,ids-827,Ahlao Th,aheu1239,17.7655,104.229,Austroasiatic,SMOOTH,ids-827-15-770-1,hăʔdiʔ.B kŏh.B,hăʔdiʔ.B kŏh.B,Ahlao,1,IDS,thm,NA,flap,thm,no
ids,ids-829,Nyakur,nyah1250,15.8909,101.515,Austroasiatic,SMOOTH,ids-829-15-770-1,hriəp (T),hriəp,Nyakur,1,IDS,cbn,NA,not clear,cbn,no
ids,ids-830,Pear,pear1247,13.593,105.028,Austroasiatic,SMOOTH,ids-830-15-770-1,prɛt liat,prɛt liat,Pear,1,IDS,pcb,NA,NA,pcb,NA
ids,ids-831,SAN,None,None,None,None,SMOOTH,ids-831-15-770-1,phań.55,phań.55,SAN,1,IDS,NA,NA,NA,NA,NA
ids,ids-832,Kasong,suoy1242,11.936,104.136,Austroasiatic,SMOOTH,ids-832-15-770-1,riəp.E,riəp.E,Kasong,1,IDS,syo,NA,NA,syo,NA
